Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    1876/176508      EncLib::APSNeedsWriting(int) [42]
                0.00    0.00    1880/176508      std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_default_append(unsigned long) [6]
                0.00    0.00    1912/176508      BinProbModel_Std::init(int, int) [41]
                0.00    0.00    2037/176508      EncLib::SPSNeedsWriting(int) [20]
                0.00    0.00    2132/176508      CtxStore<BinProbModel_Std>::CtxStore(CtxStore<BinProbModel_Std> const&) [33]
                0.00    0.00    2202/176508      EncGOP::getNalUnitType(int, int, bool) [22]
                0.00    0.00    2318/176508      separateFields(short*, short*, unsigned int, unsigned int, unsigned int, bool) [35]
                0.00    0.00    2380/176508      CtxStore<BinProbModel_Std>::copyFrom(CtxStore<BinProbModel_Std> const&, CtxSet const&) [34]
                0.00    0.00    2589/176508      df::program_options_lite::Option<SMultiValueInput<Level::Name> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [23]
                0.00    0.00    2714/176508      CoeffCodingContext::deriveRiceExt(int, int const*, int) [31]
                0.00    0.00    3133/176508      CtxSet::CtxSet(std::initializer_list<CtxSet>) [11]
                0.00    0.00    4296/176508      Exception& Exception::operator<< <unsigned int>(unsigned int) [9]
                0.00    0.00    4406/176508      std::vector<unsigned short, std::allocator<unsigned short> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned long, unsigned short const&) [4]
                0.00    0.00    5485/176508      EncLib::encode(InputColourSpaceConversion, std::__cxx11::list<UnitBuf<short>*, std::allocator<UnitBuf<short>*> >&, int&) [16]
                0.00    0.00    7949/176508      EncLib::deletePicBuffer() [14]
                0.00    0.00   15830/176508      PicHeader::resetWpScaling() [7]
[168]    0.0    0.00    0.00  352834+143641  EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00     599/1061        RectSlice::~RectSlice() [192]
                0.00    0.00      25/866         df::program_options_lite::Option<ScalingListMode>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [201]
                0.00    0.00      11/22          VPS::VPS() [256]
                0.00    0.00      11/22          operator==(ConstraintInfo const&, ConstraintInfo const&) [257]
                               54472             BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                                 367             EncLib::init(AUWriterIf*) <cycle 1> [175]
                              143641             EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
-----------------------------------------------
                              123861             BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                                   1             PPS::~PPS() <cycle 1> [264]
                                   1             PelBufferOps::initPelBufOpsX86() <cycle 1> [309]
                                   1             void simdFilter7x7Blk<(X86_VEXT)1>(AlfClassifier**, UnitBuf<short> const&, UnitBuf<short const> const&, Area const&, Area const&, ComponentID, short const*, short const*, ClpRng const&, CodingStructure&, int, int) <cycle 1> [268]
                                   1             void simdFilter5x5Blk<(X86_VEXT)1>(AlfClassifier**, UnitBuf<short> const&, UnitBuf<short const> const&, Area const&, Area const&, ComponentID, short const*, short const*, ClpRng const&, CodingStructure&, int, int) <cycle 1> [307]
                                   1             unsigned long RdCost::xGetSADwMask_SIMD<(X86_VEXT)3>(DistParam const&) <cycle 1> [320]
                                   2             df::program_options_lite::Option<Level::Tier>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) <cycle 1> [243]
                                   2             EncGOP::xWriteAPS(AccessUnit&, APS*, int, bool) <cycle 1> [291]
                                   5             void simdFilter<(X86_VEXT)1, 4, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [304]
                                   6             void simdFilter<(X86_VEXT)3, 2, false, false, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [305]
                                  10             VPS::~VPS() <cycle 1> [313]
                                  10             WeightPrediction::addWeightBiComponent(UnitBuf<short const> const&, UnitBuf<short const> const&, ClpRngs const&, WPScalingParam const*, WPScalingParam const*, UnitBuf<short>&, bool, ComponentID) <cycle 1> [279]
                                  10             void simdEqualCoeffComputer<(X86_VEXT)1>(short*, int, int**, int, long (*) [7], int, int, bool) <cycle 1> [259]
                                  10             void xWeightedGeoBlk_SSE<(X86_VEXT)1>(PredictionUnit const&, unsigned int, unsigned int, ComponentID, unsigned char, UnitBuf<short>&, UnitBuf<short>&, UnitBuf<short>&) <cycle 1> [278]
                                  10             void simdFilter<(X86_VEXT)4, 8, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [275]
                                  10             void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [170]
                                  10             EncGOP::xCreatePictureTimingSEI(int, std::__cxx11::list<SEI*, std::allocator<SEI*> >&, std::__cxx11::list<SEI*, std::allocator<SEI*> >&, std::__cxx11::list<SEI*, std::allocator<SEI*> >&, Slice*, bool, std::deque<EncGOP::DUData, std::allocator<EncGOP::DUData> >&) <cycle 1> [282]
                                  14             void simdFilter<(X86_VEXT)1, 4, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [2]
                                  15             df::program_options_lite::Option<EncAppCfg::OptionalValue<unsigned int> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) <cycle 1> [205]
                                  18             void simdFilter7x7Blk<(X86_VEXT)4>(AlfClassifier**, UnitBuf<short> const&, UnitBuf<short const> const&, Area const&, Area const&, ComponentID, short const*, short const*, ClpRng const&, CodingStructure&, int, int) <cycle 1> [296]
                                  20             SampleAdaptiveOffset::offsetCTU(UnitArea const&, UnitBuf<short const> const&, UnitBuf<short>&, SAOBlkParam&, CodingStructure&) <cycle 1> [270]
                                  22             EncGOP::xCalculateMSSSIM(short const*, int, short const*, int, int, int, unsigned int) <cycle 1> [261]
                                  26             EncGOP::xWriteAccessUnitDelimiter(AccessUnit&, Slice*) <cycle 1> [317]
                                  51             EncLib::selectReferencePictureList(Slice*, int, int, int) <cycle 1> [227]
                                  52             SampleAdaptiveOffset::offsetBlock(int, ClpRng const&, int, int*, short const*, short*, int, int, int, int, bool, bool, bool, bool, bool, bool, bool, bool, bool, int*, int*, int, int) <cycle 1> [231]
                                  59             void InterpolationFilter::_initInterpolationFilterX86<(X86_VEXT)3>() <cycle 1> [238]
                                  92             EncLib::xGetNewPicBuffer(std::__cxx11::list<UnitBuf<short>*, std::allocator<UnitBuf<short>*> >&, Picture*&, int) <cycle 1> [228]
                                 108             paddingCore(short*, int, int, int, int) <cycle 1> [230]
                                 251             BinEncoderBase::getEstFracBits() const <cycle 1> [221]
                                 267             SampleAdaptiveOffset::deriveLoopFilterBoundaryAvailibility(CodingStructure&, Position const&, bool&, bool&, bool&, bool&, bool&, bool&, bool&, bool&) const <cycle 1> [250]
                                 337             unsigned long RdCost::xGetSAD_NxN_SIMD<4, (X86_VEXT)1>(DistParam const&) <cycle 1> [237]
                                 344             RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [171]
                                 549             EncGOP::xFindDistortionPlane(AreaBuf<short const> const&, AreaBuf<short const> const&, unsigned int, unsigned int, unsigned int) <cycle 1> [220]
                                 650             void simdFilter<(X86_VEXT)3, 2, true, true, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [233]
                                1551             void simdFilter<(X86_VEXT)3, 4, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [195]
                                2352             main <cycle 1> [160]
                                2703             AreaBuf<short>::addWeightedAvg(AreaBuf<short const> const&, AreaBuf<short const> const&, ClpRng const&, signed char) <cycle 1> [189]
                                3667             EncGOP::xCreateIRAPLeadingSEIMessages(std::__cxx11::list<SEI*, std::allocator<SEI*> >&, SPS const*, PPS const*) <cycle 1> [206]
                                5754             df::program_options_lite::Option<int>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) <cycle 1> [188]
                               11649             EncGOP::compressGOP(int, int, std::__cxx11::list<Picture*, std::allocator<Picture*> >&, std::__cxx11::list<UnitBuf<short>*, std::allocator<UnitBuf<short>*> >&, bool, bool, InputColourSpaceConversion, bool, bool, bool, int) <cycle 1> [3]
                               40120             EncLib::xInitSPS(SPS&) <cycle 1> [174]
                               54472             EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                0.00    0.00       1/176508      BitEstimatorBase::getNumBins() [149]
                0.00    0.00       1/176508      PPS::~PPS() [155]
                0.00    0.00       1/176508      Slice::xGetLongTermRefPic(std::__cxx11::list<Picture*, std::allocator<Picture*> >&, int, bool, int) [156]
                0.00    0.00       1/176508      Slice::setList1IdxToList0Idx() [150]
                0.00    0.00       1/176508      WeightPrediction::addWeightUni(UnitBuf<short const> const&, ClpRngs const&, WPScalingParam const*, UnitBuf<short>&, ComponentID, bool, bool) [154]
                0.00    0.00       1/176508      void simdFilter<(X86_VEXT)1, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [152]
                0.00    0.00       1/176508      void applyPROF_SSE<(X86_VEXT)4>(short*, int, short const*, int, int, int, short const*, short const*, int, int const*, int const*, int, bool const&, int, short, ClpRng const&) [145]
                0.00    0.00       1/176508      void gradFilter_SSE<(X86_VEXT)4, false>(short*, int, int, int, int, short*, short*, int) [146]
                0.00    0.00       1/176508      void removeHighFreq_SSE<(X86_VEXT)4, 8>(short*, int, short const*, int, int, int) [148]
                0.00    0.00       1/176508      void removeWeightHighFreq_SSE<(X86_VEXT)4, 8>(short*, int, short const*, int, int, int, int, int) [137]
                0.00    0.00       1/176508      EncHRD::~EncHRD() [100]
                0.00    0.00       2/176508      df::program_options_lite::Option<GOPEntry>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [58]
                0.00    0.00       2/176508      df::program_options_lite::Option<Level::Name>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [71]
                0.00    0.00       2/176508      removeHighFreq(short*, int, short const*, int, int, int) [55]
                0.00    0.00       2/176508      void addAvg_SSE<(X86_VEXT)4, 4>(short const*, int, short const*, int, short*, int, int, int, int, int, ClpRng const&) [142]
                0.00    0.00       2/176508      void xWeightedGeoBlk_SSE<(X86_VEXT)4>(PredictionUnit const&, unsigned int, unsigned int, ComponentID, unsigned char, UnitBuf<short>&, UnitBuf<short>&, UnitBuf<short>&) [124]
                0.00    0.00       2/176508      void simdFilter<(X86_VEXT)4, 4, false, false, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [141]
                0.00    0.00       2/176508      EncGOP::xCreatePerPictureSEIMessages(int, std::__cxx11::list<SEI*, std::allocator<SEI*> >&, std::__cxx11::list<SEI*, std::allocator<SEI*> >&, Slice*) [151]
                0.00    0.00       3/176508      SampleAdaptiveOffset::invertQuantOffsets(ComponentID, int, int, int*, int*) [140]
                0.00    0.00       3/176508      SampleAdaptiveOffset::xReconstructBlkSAOParams(CodingStructure&, SAOBlkParam*) [144]
                0.00    0.00       4/176508      EncGOP::destroy() [47]
                0.00    0.00       4/176508      unsigned long RdCost::xGetSAD_IBD_SIMD<(X86_VEXT)3>(DistParam const&) [135]
                0.00    0.00       4/176508      void removeWeightHighFreq_SSE<(X86_VEXT)4, 4>(short*, int, short const*, int, int, int, int, int) [136]
                0.00    0.00       5/176508      std::_Rb_tree_node<std::pair<int const, double> >* std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_copy<std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Reuse_or_alloc_node>(std::_Rb_tree_node<std::pair<int const, double> > const*, std::_Rb_tree_node_base*, std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Reuse_or_alloc_node&) [126]
                0.00    0.00       8/176508      void linTf_SSE_entry<(X86_VEXT)4, 4>(short const*, int, short*, int, int, int, int, int, int, ClpRng const&, bool) [132]
                0.00    0.00      10/176508      WeightPrediction::getWpScaling(Slice*, int const&, int const&, WPScalingParam*&, WPScalingParam*&, ComponentID) [133]
                0.00    0.00      10/176508      void AffineGradientSearch::_initAffineGradientSearchX86<(X86_VEXT)1>() [121]
                0.00    0.00      10/176508      void addAvg_SSE<(X86_VEXT)1, 8>(short const*, int, short const*, int, short*, int, int, int, int, int, ClpRng const&) [101]
                0.00    0.00      10/176508      void simdFilter<(X86_VEXT)1, 8, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [120]
                0.00    0.00      10/176508      void simdFilter5x5Blk<(X86_VEXT)4>(AlfClassifier**, UnitBuf<short> const&, UnitBuf<short const> const&, Area const&, Area const&, ComponentID, short const*, short const*, ClpRng const&, CodingStructure&, int, int) [119]
                0.00    0.00      10/176508      void PelBufferOps::_initPelBufOpsX86<(X86_VEXT)4>() [128]
                0.00    0.00      10/176508      trySkipOrDecodePicture(bool&, bool&, EncCfg const&, Picture*, ParameterSetMap<APS>*) [90]
                0.00    0.00      14/176508      SampleAdaptiveOffset::reconstructBlkSAOParam(SAOBlkParam&, SAOBlkParam**) [130]
                0.00    0.00      15/176508      unsigned long RdCost::xGetSAD_NxN_SIMD<4, (X86_VEXT)3>(DistParam const&) [117]
                0.00    0.00      18/176508      void simdEqualCoeffComputer<(X86_VEXT)4>(short*, int, int**, int, long (*) [7], int, int, bool) [114]
                0.00    0.00      19/176508      void simdFilter<(X86_VEXT)4, 8, false, false, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [113]
                0.00    0.00      20/176508      void linTf_SSE_entry<(X86_VEXT)1, 8>(short const*, int, short*, int, int, int, int, int, int, ClpRng const&, bool) [97]
                0.00    0.00      20/176508      void simdFilterCopy<(X86_VEXT)1, false, false>(ClpRng const&, short const*, int, short*, int, int, int, bool) [127]
                0.00    0.00      20/176508      void simdFilter<(X86_VEXT)4, 8, true, false, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [107]
                0.00    0.00      25/176508      EncGOP::xWriteVPS(AccessUnit&, VPS const*) [123]
                0.00    0.00      30/176508      void simdHorizontalSobelFilter<(X86_VEXT)1>(short*, int, int*, int, int, int) [99]
                0.00    0.00      30/176508      void calcBIOSums_SSE<(X86_VEXT)1>(short const*, short const*, short*, short*, short*, short*, int, int, int, int, int, int, int*, int*, int*, int*, int*) [109]
                0.00    0.00      30/176508      void gradFilter_SSE<(X86_VEXT)1, true>(short*, int, int, int, int, short*, short*, int) [104]
                0.00    0.00      30/176508      void simdFilter<(X86_VEXT)1, 8, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [89]
                0.00    0.00      30/176508      void simdDeriveClassificationBlk<(X86_VEXT)4>(AlfClassifier**, int***, AreaBuf<short const> const&, Area const&, Area const&, int, int, int) [85]
                0.00    0.00      30/176508      EncGOP::applyDeblockingFilterMetric(Picture*, unsigned int) [122]
                0.00    0.00      34/176508      EncGOP::xCalculateAddPSNR(Picture*, UnitBuf<short>, AccessUnit const&, double, InputColourSpaceConversion, bool, bool, double*, bool) [102]
                0.00    0.00      39/176508      SMultiValueInput<double>::readValues(std::istream&) [110]
                0.00    0.00      39/176508      SMultiValueInput<bool>::readValue(char const*&, bool&) [112]
                0.00    0.00      39/176508      WeightPrediction::addWeightBi(UnitBuf<short const> const&, UnitBuf<short const> const&, ClpRngs const&, WPScalingParam const*, WPScalingParam const*, UnitBuf<short>&, bool, ComponentID, bool, bool) [111]
                0.00    0.00      40/176508      void simdVerticalSobelFilter<(X86_VEXT)1>(short*, int, int*, int, int, int) [98]
                0.00    0.00      40/176508      EncGOP::init(EncLib*) [37]
                0.00    0.00      46/176508      EncLib::xInitScalingLists(SPS&, APS&) [94]
                0.00    0.00      48/176508      void simdFilter<(X86_VEXT)4, 8, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [81]
                0.00    0.00      55/176508      void paddingSimd<(X86_VEXT)4>(short*, int, int, int, int) [93]
                0.00    0.00      60/176508      void simdFilter<(X86_VEXT)1, 8, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [103]
                0.00    0.00      73/176508      void simdFilter<(X86_VEXT)1, 8, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [96]
                0.00    0.00      76/176508      void simdFilter<(X86_VEXT)4, 8, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [95]
                0.00    0.00      78/176508      addBIOAvgCore(short const*, int, short const*, int, short*, int, short const*, short const*, short const*, short const*, int, int, int, int, int, int, int, ClpRng const&) [53]
                0.00    0.00     101/176508      void simdFilter<(X86_VEXT)4, 8, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [92]
                0.00    0.00     102/176508      void simdFilter<(X86_VEXT)4, 4, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [86]
                0.00    0.00     110/176508      void linTf_SSE_entry<(X86_VEXT)4, 8>(short const*, int, short*, int, int, int, int, int, int, ClpRng const&, bool) [82]
                0.00    0.00     183/176508      EncGOP::xPicInitHashME(Picture*, PPS const*, std::__cxx11::list<Picture*, std::allocator<Picture*> >&) [44]
                0.00    0.00     234/176508      removeWeightHighFreq(short*, int, short const*, int, int, int, int, int) [54]
                0.00    0.00     262/176508      SMultiValueInput<unsigned short>::readValues(std::istream&) [80]
                0.00    0.00     324/176508      SMultiValueInput<bool>::readValues(std::istream&) [40]
                0.00    0.00     338/176508      df::program_options_lite::Option<unsigned int>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [77]
                0.00    0.00     462/176508      df::program_options_lite::Option<SMultiValueInput<int> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [73]
                0.00    0.00     688/176508      calcBlkGradientCore(int, int, int*, int*, int*, int*, int*, int&, int&, int&, int&, int&, int, int, int) [59]
                0.00    0.00     867/176508      EncCfg::getQPForPicture(unsigned int, Slice const*) const [57]
                0.00    0.00     924/176508      SMultiValueInput<int>::readValue(char const*&, bool&) [60]
                0.00    0.00    1392/176508      df::program_options_lite::Option<SMultiValueInput<Level::Name> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [23]
                0.00    0.00    1402/176508      df::program_options_lite::Option<SMultiValueInput<bool> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [45]
                0.00    0.00    1574/176508      SMultiValueInput<unsigned int>::readValues(std::istream&) [26]
                0.00    0.00    1642/176508      std::vector<EncApp*, std::allocator<EncApp*> >::_M_default_append(unsigned long) [32]
                0.00    0.00    2104/176508      applyPROFCore(short*, int, short const*, int, int, int, short const*, short const*, int, int const*, int const*, int, bool const&, int, short, ClpRng const&) [15]
                0.00    0.00    2217/176508      EncLib::SPSNeedsWriting(int) [20]
                0.00    0.00    3147/176508      SMultiValueInput<unsigned short>::readValue(char const*&, bool&) [29]
                0.00    0.00    3871/176508      df::program_options_lite::Option<std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > > >::setDefault() [25]
                0.00    0.00    3871/176508      SMultiValueInput<short>::readValue(char const*&, bool&) [24]
                0.00    0.00    4286/176508      EncLib::setParamSetChanged(int, int) [19]
[169]    0.0    0.00    0.00  156458+123861  BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                0.00    0.00    1468/2008        RdCost::xGetMRSAD16N(DistParam const&) [186]
                0.00    0.00     489/489         RdCost::xGetSAD12(DistParam const&) [212]
                0.00    0.00     356/356         writeAnnexBAccessUnit(std::ostream&, AccessUnit const&) [215]
                0.00    0.00     257/272         EncAppCfg::xCheckParameter() [217]
                0.00    0.00     216/216         EncApp::xInitLibCfg() [222]
                0.00    0.00     157/157         RdCost::xGetMRSAD4(DistParam const&) [226]
                0.00    0.00      35/39          EncApp::EncApp(std::basic_fstream<char, std::char_traits<char> >&, EncLibCommon*) [247]
                0.00    0.00      18/18          RdCost::xGetMRSAD8(DistParam const&) [260]
                0.00    0.00       1/2           EncGOP::xWriteDCI(AccessUnit&, DCI const*) [298]
                                5087             EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                                 685             main <cycle 1> [160]
                                  34             BinEncoderBase::getEstFracBits() const <cycle 1> [221]
                                  26             EncGOP::printOutSummary(unsigned int, bool, bool, bool, bool, bool, bool, BitDepths const&, int) <cycle 1> [255]
                                  14             df::program_options_lite::Option<Level::Tier>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) <cycle 1> [243]
                                   1             EncGOP::xWriteAccessUnitDelimiter(AccessUnit&, Slice*) <cycle 1> [317]
                                   1             PPS::~PPS() <cycle 1> [264]
                              123861             BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
-----------------------------------------------
                                 395             void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [170]
                                   1             void simdFilter<(X86_VEXT)1, 4, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [304]
                                   4             EncGOP::EncGOP() <cycle 1> [299]
                                  10             unsigned long RdCost::xGetSAD_NxN_SIMD<4, (X86_VEXT)1>(DistParam const&) <cycle 1> [237]
                                  23             CtxStore<BinProbModel_Std>::init(int, int) <cycle 1> [244]
                                3778             unsigned long RdCost::xGetSAD_NxN_SIMD<4, (X86_VEXT)4>(DistParam const&) <cycle 1> [176]
                                5444             unsigned long RdCost::xGetHADs_SIMD<(X86_VEXT)4>(DistParam const&) <cycle 1> [182]
                0.00    0.00       3/176508      unsigned long RdCost::xGetSADwMask_SIMD<(X86_VEXT)4>(DistParam const&) [51]
                0.00    0.00      35/176508      unsigned long RdCost::xGetSAD_NxN_SIMD<16, (X86_VEXT)4>(DistParam const&) [118]
                0.00    0.00      37/176508      CoeffCodingContext::initSubblock(int, bool) [116]
                0.00    0.00     361/176508      DeriveCtx::CtxMipFlag(CodingUnit const&) [76]
                0.00    0.00     399/176508      unsigned long RdCost::xGetSAD_NxN_SIMD<32, (X86_VEXT)4>(DistParam const&) [64]
                0.00    0.00     416/176508      void RdCost::_initRdCostX86<(X86_VEXT)4>() [43]
                0.00    0.00     754/176508      CtxStore<BinProbModel_Std>::setWinSizes(std::vector<unsigned char, std::allocator<unsigned char> > const&) [27]
                0.00    0.00     907/176508      DeriveCtx::CtxSplit(CodingStructure const&, Partitioner&, unsigned int&, unsigned int&, unsigned int&, unsigned int&, unsigned int&, bool*) [61]
                0.00    0.00    2910/176508      std::vector<BinProbModel_Std, std::allocator<BinProbModel_Std> >::_M_default_append(unsigned long) [13]
                0.00    0.00    3256/176508      DeriveCtx::CtxAffineFlag(CodingUnit const&) [28]
                0.00    0.00    3269/176508      void simdFilter<(X86_VEXT)4, 2, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [18]
                0.00    0.00    6554/176508      MergeCtx::setMmvdMergeCandiInfo(PredictionUnit&, int) [10]
[170]    0.0    0.00    0.00   28161+395     void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [170]
                                2120             RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [171]
                                2052             EncLib::xInitSPS(SPS&) <cycle 1> [174]
                                1016             void simdFilter<(X86_VEXT)4, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [181]
                                 858             EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                                  10             BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                                 395             void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [170]
-----------------------------------------------
                                3810             RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [171]
                                   2             void simdFilter<(X86_VEXT)1, 4, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [304]
                                  10             void simdFilter<(X86_VEXT)4, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [181]
                                 420             EncGOP::arrangeCompositeReference(Slice*, std::__cxx11::list<Picture*, std::allocator<Picture*> >&, int) <cycle 1> [211]
                                 514             unsigned long RdCost::xGetHADs_SIMD<(X86_VEXT)4>(DistParam const&) <cycle 1> [182]
                                1988             unsigned long RdCost::xGetSAD_NxN_SIMD<4, (X86_VEXT)4>(DistParam const&) <cycle 1> [176]
                                2120             void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [170]
                0.00    0.00       2/176508      removeHighFreq(short*, int, short const*, int, int, int) [55]
                0.00    0.00       4/176508      EncGOP::xInitGOP(int, int, bool, bool) [129]
                0.00    0.00     840/176508      void simdFilter<(X86_VEXT)4, 2, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [18]
                0.00    0.00     852/176508      DeriveCtx::CtxModeConsFlag(CodingStructure const&, Partitioner&) [38]
                0.00    0.00     970/176508      MergeCtx::setMergeInfo(PredictionUnit&, int) [8]
                0.00    0.00    4655/176508      MergeCtx::setMmvdMergeCandiInfo(PredictionUnit&, int) [10]
[171]    0.0    0.00    0.00   12377+3810    RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [171]
                                8622             EncAppCfg::parseCfg(int, char**) <cycle 1> [168]
                                 344             BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [169]
                                3810             RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [171]
-----------------------------------------------
                0.00    0.00       1/8775        BinEncoderBase::getEstFracBits() const <cycle 1> [221]
                0.00    0.00      10/8775        void paddingSimd<(X86_VEXT)1>(short*, int, int, int, int) [105]
                0.00    0.00    8764/8775        PicHeader::resetWpScaling() [7]
[172]    0.0    0.00    0.00    8775         Slice::initEqualRef() [172]
-----------------------------------------------
                0.00    0.00     765/8764        EncGOP::destroy() [47]
                0.00    0.00    1017/8764        EncGOP::xCreateIRAPLeadingSEIMessages(std::__cxx11::list<SEI*, std::allocator<SEI*> >&, SPS const*, PPS const*) <cycle 1> [206]
                0.00    0.00    6982/8764        EncGOP::compressGOP(int, int, std::__cxx11::list<Picture*, std::allocator<Picture*> >&, std::__cxx11::list<UnitBuf<short>*, std::allocator<UnitBuf<short>*> >&, bool, bool, InputColourSpaceConversion, bool, bool, bool, int) <cycle 1> [3]
[173]    0.0    0.00    0.00    8764         VPS::deriveTargetOLSIdx() [173]
-----------------------------------------------
                                2179             EncLib::xInitSPS(SPS&) <cycle 1> [174]
                                2052             void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [170]
                                4633             EncLib::init(AUWriterIf*) <cycle 1> [175]
                0.00    0.00       1/176508      void simdFilter<(X86_VEXT)1, 8, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [120]
