Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                                  22             EncGOP::applyDeblockingFilterParameterSelection(Picture*, unsigned int, int) <cycle 1> [237]
                                  25             EncGOP::xWriteLeadingSEIMessages(std::__cxx11::list<SEI*, std::allocator<SEI*> >&, std::__cxx11::list<SEI*, std::allocator<SEI*> >&, AccessUnit&, int, SPS const*, std::deque<EncGOP::DUData, std::allocator<EncGOP::DUData> >&) <cycle 1> [294]
                                  26             EncGOP::xWritePPS(AccessUnit&, PPS const*, int) <cycle 1> [316]
                                  30             SampleAdaptiveOffset::deriveLoopFilterBoundaryAvailibility(CodingStructure&, Position const&, bool&, bool&, bool&, bool&, bool&, bool&, bool&, bool&) const <cycle 1> [257]
                                  40             EncGOP::destroy() <cycle 1> [186]
                                  40             EncGOP::xCalculateAddPSNR(Picture*, UnitBuf<short>, AccessUnit const&, double, InputColourSpaceConversion, bool, bool, double*, bool) <cycle 1> [277]
                                  58             SampleAdaptiveOffset::offsetBlock(int, ClpRng const&, int, int*, short const*, short*, int, int, int, int, bool, bool, bool, bool, bool, bool, bool, bool, bool, int*, int*, int, int) <cycle 1> [232]
                                  92             EncLib::xGetNewPicBuffer(std::__cxx11::list<UnitBuf<short>*, std::allocator<UnitBuf<short>*> >&, Picture*&, int) <cycle 1> [219]
                                 108             paddingCore(short*, int, int, int, int) <cycle 1> [234]
                                 251             BinEncoderBase::getEstFracBits() const <cycle 1> [225]
                                 317             unsigned long RdCost::xGetSAD_NxN_SIMD<4, (X86_VEXT)1>(DistParam const&) <cycle 1> [242]
                                 344             RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [168]
                                 549             EncGOP::xFindDistortionPlane(AreaBuf<short const> const&, AreaBuf<short const> const&, unsigned int, unsigned int, unsigned int) <cycle 1> [224]
                                 701             void simdFilter<(X86_VEXT)3, 4, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [229]
                                 918             EncLib::selectReferencePictureList(Slice*, int, int, int) <cycle 1> [185]
                                1551             void simdFilter<(X86_VEXT)3, 4, false, true, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [197]
                                1645             EncGOP::xCreateIRAPLeadingSEIMessages(std::__cxx11::list<SEI*, std::allocator<SEI*> >&, SPS const*, PPS const*) <cycle 1> [210]
                                2352             main <cycle 1> [157]
                                2703             AreaBuf<short>::addWeightedAvg(AreaBuf<short const> const&, AreaBuf<short const> const&, ClpRng const&, signed char) <cycle 1> [189]
                                5754             df::program_options_lite::Option<int>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) <cycle 1> [188]
                               11609             EncGOP::compressGOP(int, int, std::__cxx11::list<Picture*, std::allocator<Picture*> >&, std::__cxx11::list<UnitBuf<short>*, std::allocator<UnitBuf<short>*> >&, bool, bool, InputColourSpaceConversion, bool, bool, bool, int) <cycle 1> [3]
                               46617             EncLib::xInitSPS(SPS&) <cycle 1> [169]
                               54472             EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00       1/168142      BitEstimatorBase::getNumBins() [141]
                0.00    0.00       1/168142      Slice::xGetLongTermRefPic(std::__cxx11::list<Picture*, std::allocator<Picture*> >&, int, bool, int) [148]
                0.00    0.00       1/168142      Slice::setList1IdxToList0Idx() [144]
                0.00    0.00       1/168142      WeightPrediction::getWpScaling(Slice*, int const&, int const&, WPScalingParam*&, WPScalingParam*&, ComponentID) [153]
                0.00    0.00       1/168142      WeightPrediction::addWeightBi(UnitBuf<short const> const&, UnitBuf<short const> const&, ClpRngs const&, WPScalingParam const*, WPScalingParam const*, UnitBuf<short>&, bool, ComponentID, bool, bool) [152]
                0.00    0.00       1/168142      void simdFilter<(X86_VEXT)1, 2, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [147]
                0.00    0.00       1/168142      unsigned long RdCost::xGetSAD_IBD_SIMD<(X86_VEXT)3>(DistParam const&) [139]
                0.00    0.00       1/168142      void simdVerticalSobelFilter<(X86_VEXT)4>(short*, int, int*, int, int, int) [136]
                0.00    0.00       1/168142      void AffineGradientSearch::_initAffineGradientSearchX86<(X86_VEXT)4>() [142]
                0.00    0.00       1/168142      TBinEncoder<BinProbModel_Std>::~TBinEncoder() [92]
                0.00    0.00       2/168142      df::program_options_lite::Option<GOPEntry>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [56]
                0.00    0.00       2/168142      df::program_options_lite::Option<Level::Name>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [60]
                0.00    0.00       2/168142      PPS::~PPS() [143]
                0.00    0.00       2/168142      unsigned long RdCost::xGetSAD_NxN_SIMD<4, (X86_VEXT)3>(DistParam const&) [134]
                0.00    0.00       2/168142      void simdHorizontalSobelFilter<(X86_VEXT)4>(short*, int, int*, int, int, int) [137]
                0.00    0.00       2/168142      void removeHighFreq_SSE<(X86_VEXT)4, 8>(short*, int, short const*, int, int, int) [135]
                0.00    0.00       2/168142      void addAvg_SSE<(X86_VEXT)4, 8>(short const*, int, short const*, int, short*, int, int, int, int, int, ClpRng const&) [128]
                0.00    0.00       2/168142      void simdFilter<(X86_VEXT)4, 8, true, false, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [132]
                0.00    0.00       3/168142      void simdFilter<(X86_VEXT)1, 8, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [126]
                0.00    0.00       4/168142      SampleAdaptiveOffset::invertQuantOffsets(ComponentID, int, int, int*, int*) [111]
                0.00    0.00       4/168142      void simdFilter<(X86_VEXT)1, 4, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [1]
                0.00    0.00       4/168142      EncGOP::xWriteAccessUnitDelimiter(AccessUnit&, Slice*) [138]
                0.00    0.00       4/168142      EncGOP::xPicInitLMCS(Picture*, PicHeader*, Slice*) [117]
                0.00    0.00       5/168142      std::_Rb_tree_node<std::pair<int const, double> >* std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_copy<std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Reuse_or_alloc_node>(std::_Rb_tree_node<std::pair<int const, double> > const*, std::_Rb_tree_node_base*, std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_Reuse_or_alloc_node&) [123]
                0.00    0.00       5/168142      void gradFilter_SSE<(X86_VEXT)4, false>(short*, int, int, int, int, short*, short*, int) [133]
                0.00    0.00       7/168142      void applyPROF_SSE<(X86_VEXT)4>(short*, int, short const*, int, int, int, short const*, short const*, int, int const*, int const*, int, bool const&, int, short, ClpRng const&) [124]
                0.00    0.00       9/168142      void simdFilter<(X86_VEXT)4, 8, false, true, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [125]
                0.00    0.00      10/168142      void paddingSimd<(X86_VEXT)1>(short*, int, int, int, int) [89]
                0.00    0.00      10/168142      void addAvg_SSE<(X86_VEXT)1, 8>(short const*, int, short const*, int, short*, int, int, int, int, int, ClpRng const&) [113]
                0.00    0.00      10/168142      void xWeightedGeoBlk_SSE<(X86_VEXT)1>(PredictionUnit const&, unsigned int, unsigned int, ComponentID, unsigned char, UnitBuf<short>&, UnitBuf<short>&, UnitBuf<short>&) [116]
                0.00    0.00      10/168142      void simdFilterCopy<(X86_VEXT)1, false, true>(ClpRng const&, short const*, int, short*, int, int, int, bool) [130]
                0.00    0.00      10/168142      void simdFilterCopy<(X86_VEXT)4, false, false>(ClpRng const&, short const*, int, short*, int, int, int, bool) [120]
                0.00    0.00      10/168142      void simdFilter<(X86_VEXT)4, 8, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [68]
                0.00    0.00      10/168142      void simdFilter<(X86_VEXT)4, 8, false, false, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [121]
                0.00    0.00      17/168142      void simdFilter<(X86_VEXT)3, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [103]
                0.00    0.00      18/168142      void simdFilter<(X86_VEXT)4, 4, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [102]
                0.00    0.00      20/168142      void simdFilterCopy<(X86_VEXT)1, false, false>(ClpRng const&, short const*, int, short*, int, int, int, bool) [88]
                0.00    0.00      20/168142      void simdFilter<(X86_VEXT)1, 8, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [114]
                0.00    0.00      20/168142      void simdFilter<(X86_VEXT)4, 8, true, true, true>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [100]
                0.00    0.00      20/168142      EncGOP::applyDeblockingFilterMetric(Picture*, unsigned int) [122]
                0.00    0.00      21/168142      void simdFilter5x5Blk<(X86_VEXT)4>(AlfClassifier**, UnitBuf<short> const&, UnitBuf<short const> const&, Area const&, Area const&, ComponentID, short const*, short const*, ClpRng const&, CodingStructure&, int, int) [96]
                0.00    0.00      30/168142      void linTf_SSE_entry<(X86_VEXT)1, 8>(short const*, int, short*, int, int, int, int, int, int, ClpRng const&, bool) [93]
                0.00    0.00      30/168142      void simdFilter<(X86_VEXT)4, 4, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [115]
                0.00    0.00      32/168142      void simdDeriveClassificationBlk<(X86_VEXT)4>(AlfClassifier**, int***, AreaBuf<short const> const&, Area const&, Area const&, int, int, int) [81]
                0.00    0.00      38/168142      WeightPrediction::addWeightBiComponent(UnitBuf<short const> const&, UnitBuf<short const> const&, ClpRngs const&, WPScalingParam const*, WPScalingParam const*, UnitBuf<short>&, bool, ComponentID) [109]
                0.00    0.00      39/168142      SMultiValueInput<double>::readValues(std::istream&) [107]
                0.00    0.00      39/168142      SMultiValueInput<bool>::readValue(char const*&, bool&) [108]
                0.00    0.00      40/168142      EncGOP::xCreateExplicitReferencePictureSetFromReference(Slice*, std::__cxx11::list<Picture*, std::allocator<Picture*> >&, ReferencePictureList const*, ReferencePictureList const*) [94]
                0.00    0.00      41/168142      void simdFilter<(X86_VEXT)4, 8, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [99]
                0.00    0.00      46/168142      EncLib::checkPltStats(Picture*) [101]
                0.00    0.00      50/168142      void calcBIOSums_SSE<(X86_VEXT)1>(short const*, short const*, short*, short*, short*, short*, int, int, int, int, int, int, int*, int*, int*, int*, int*) [59]
                0.00    0.00      54/168142      void simdFilter<(X86_VEXT)4, 4, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [90]
                0.00    0.00      78/168142      addBIOAvgCore(short const*, int, short const*, int, short*, int, short const*, short const*, short const*, short const*, int, int, int, int, int, int, int, ClpRng const&) [45]
                0.00    0.00      80/168142      void simdEqualCoeffComputer<(X86_VEXT)1>(short*, int, int**, int, long (*) [7], int, int, bool) [78]
                0.00    0.00      82/168142      void simdFilter<(X86_VEXT)4, 8, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [86]
                0.00    0.00      92/168142      void simdFilter<(X86_VEXT)4, 8, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [84]
                0.00    0.00     120/168142      void simdFilter<(X86_VEXT)1, 8, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) [83]
                0.00    0.00     175/168142      void linTf_SSE_entry<(X86_VEXT)4, 8>(short const*, int, short*, int, int, int, int, int, int, ClpRng const&, bool) [69]
                0.00    0.00     183/168142      EncGOP::xUpdateDuInfoSEI(std::__cxx11::list<SEI*, std::allocator<SEI*> >&, SEIPictureTiming*, int) [79]
                0.00    0.00     234/168142      removeWeightHighFreq(short*, int, short const*, int, int, int, int, int) [46]
                0.00    0.00     262/168142      SMultiValueInput<unsigned short>::readValues(std::istream&) [74]
                0.00    0.00     265/168142      SAOOffset::operator=(SAOOffset const&) [73]
                0.00    0.00     324/168142      SMultiValueInput<bool>::readValues(std::istream&) [37]
                0.00    0.00     338/168142      df::program_options_lite::Option<unsigned int>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [67]
                0.00    0.00     462/168142      df::program_options_lite::Option<SMultiValueInput<int> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [63]
                0.00    0.00     688/168142      calcBlkGradientCore(int, int, int*, int*, int*, int*, int*, int&, int&, int&, int&, int&, int, int, int) [57]
                0.00    0.00     924/168142      SMultiValueInput<int>::readValue(char const*&, bool&) [50]
                0.00    0.00    1392/168142      df::program_options_lite::Option<SMultiValueInput<Level::Name> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [25]
                0.00    0.00    1402/168142      df::program_options_lite::Option<SMultiValueInput<bool> >::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) [39]
                0.00    0.00    1574/168142      SMultiValueInput<unsigned int>::readValues(std::istream&) [29]
                0.00    0.00    1642/168142      std::vector<EncApp*, std::allocator<EncApp*> >::_M_default_append(unsigned long) [36]
                0.00    0.00    2022/168142      EncGOP::init(EncLib*) [20]
                0.00    0.00    2104/168142      applyPROFCore(short*, int, short const*, int, int, int, short const*, short const*, int, int const*, int const*, int, bool const&, int, short, ClpRng const&) [11]
                0.00    0.00    3147/168142      SMultiValueInput<unsigned short>::readValue(char const*&, bool&) [32]
                0.00    0.00    3871/168142      df::program_options_lite::Option<std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > > >::setDefault() [27]
                0.00    0.00    3871/168142      SMultiValueInput<short>::readValue(char const*&, bool&) [26]
[166]    0.0    0.00    0.00  156458+123861  BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                0.00    0.00    1468/2008        RdCost::xGetMRSAD16N(DistParam const&) [182]
                0.00    0.00     489/489         RdCost::xGetSAD12(DistParam const&) [215]
                0.00    0.00     356/356         writeAnnexBAccessUnit(std::ostream&, AccessUnit const&) [217]
                0.00    0.00     257/272         EncAppCfg::xCheckParameter() [220]
                0.00    0.00     216/216         EncApp::xInitLibCfg() [226]
                0.00    0.00     157/157         RdCost::xGetMRSAD4(DistParam const&) [228]
                0.00    0.00      35/39          EncApp::EncApp(std::basic_fstream<char, std::char_traits<char> >&, EncLibCommon*) [244]
                0.00    0.00      18/18          RdCost::xGetMRSAD8(DistParam const&) [258]
                                5087             EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                                 685             main <cycle 1> [157]
                                  34             BinEncoderBase::getEstFracBits() const <cycle 1> [225]
                                  26             EncGOP::printOutSummary(unsigned int, bool, bool, bool, bool, bool, bool, BitDepths const&, int) <cycle 1> [253]
                                  14             df::program_options_lite::Option<Level::Tier>::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, df::program_options_lite::ErrorReporter&) <cycle 1> [241]
                                   1             EncGOP::xWriteLeadingSEIMessages(std::__cxx11::list<SEI*, std::allocator<SEI*> >&, std::__cxx11::list<SEI*, std::allocator<SEI*> >&, AccessUnit&, int, SPS const*, std::deque<EncGOP::DUData, std::allocator<EncGOP::DUData> >&) <cycle 1> [294]
                                   1             EncGOP::xWritePPS(AccessUnit&, PPS const*, int) <cycle 1> [316]
                                   1             PPS::~PPS() <cycle 1> [263]
                              123861             BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
-----------------------------------------------
                                 310             void simdFilter<(X86_VEXT)4, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [167]
                                   1             void simdFilter<(X86_VEXT)1, 4, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [298]
                                   2             unsigned long RdCost::xGetSAD_IBD_SIMD<(X86_VEXT)4>(DistParam const&) <cycle 1> [214]
                                   8             unsigned long RdCost::xGetSAD_NxN_SIMD<32, (X86_VEXT)4>(DistParam const&) <cycle 1> [288]
                                  67             unsigned long RdCost::xGetSAD_NxN_SIMD<16, (X86_VEXT)4>(DistParam const&) <cycle 1> [247]
                                 617             unsigned long RdCost::xGetSAD_NxN_SIMD<64, (X86_VEXT)4>(DistParam const&) <cycle 1> [223]
                                 830             void simdFilter<(X86_VEXT)4, 2, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [178]
                                2748             unsigned long RdCost::xGetHADs_SIMD<(X86_VEXT)4>(DistParam const&) <cycle 1> [183]
                                3446             void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [174]
                                6294             unsigned long RdCost::xGetSAD_NxN_SIMD<4, (X86_VEXT)4>(DistParam const&) <cycle 1> [173]
                0.00    0.00       4/168142      CtxStore<BinProbModel_Std>::copyFrom(CtxStore<BinProbModel_Std> const&) [112]
                0.00    0.00       6/168142      Exception& Exception::operator<< <unsigned int>(unsigned int) [75]
                0.00    0.00      20/168142      Exception& Exception::operator<< <unsigned long>(unsigned long) [97]
                0.00    0.00     240/168142      DeriveCtx::CtxSkipFlag(CodingUnit const&) [76]
                0.00    0.00     754/168142      CtxStore<BinProbModel_Std>::loadPStates(std::vector<unsigned short, std::allocator<unsigned short> > const&) [34]
                0.00    0.00     880/168142      DeriveCtx::CtxIBCFlag(CodingUnit const&) [49]
                0.00    0.00    1120/168142      DeriveCtx::CtxQtCbf(ComponentID, bool, int) [47]
                0.00    0.00    1434/168142      MergeCtx::setMmvdMergeCandiInfo(PredictionUnit&, int) [24]
                0.00    0.00    3293/168142      CoeffCodingContext::CoeffCodingContext(TransformUnit const&, ComponentID, bool, bool) [31]
                0.00    0.00    4971/168142      CoeffCodingContext::initSubblock(int, bool) [21]
[167]    0.0    0.00    0.00   26735+310     void simdFilter<(X86_VEXT)4, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [167]
                                 696             void simdFilter<(X86_VEXT)4, 2, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [184]
                                   2             RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [168]
                                 310             void simdFilter<(X86_VEXT)4, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [167]
-----------------------------------------------
                                3810             RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [168]
                                   2             removeHighFreq(short*, int, short const*, int, int, int) <cycle 1> [212]
                                   2             void simdFilter<(X86_VEXT)1, 4, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [298]
                                   2             void simdFilter<(X86_VEXT)4, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [167]
                                  10             void simdFilter<(X86_VEXT)4, 2, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [184]
                                  11             unsigned long RdCost::xGetSAD_NxN_SIMD<64, (X86_VEXT)4>(DistParam const&) <cycle 1> [223]
                                  35             unsigned long RdCost::xGetSAD_NxN_SIMD<16, (X86_VEXT)4>(DistParam const&) <cycle 1> [247]
                                 217             void simdFilter<(X86_VEXT)4, 2, false, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [178]
                                 404             unsigned long RdCost::xGetSAD_IBD_SIMD<(X86_VEXT)4>(DistParam const&) <cycle 1> [214]
                                 514             unsigned long RdCost::xGetHADs_SIMD<(X86_VEXT)4>(DistParam const&) <cycle 1> [183]
                                1538             unsigned long RdCost::xGetSAD_NxN_SIMD<4, (X86_VEXT)4>(DistParam const&) <cycle 1> [173]
                                2741             void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [174]
                0.00    0.00       4/168142      EncGOP::arrangeCompositeReference(Slice*, std::__cxx11::list<Picture*, std::allocator<Picture*> >&, int) [58]
                0.00    0.00      57/168142      DeriveCtx::CtxIBCFlag(CodingUnit const&) [49]
                0.00    0.00     420/168142      EncGOP::xUpdateRasInit(Slice*) [52]
                0.00    0.00    1038/168142      DeriveCtx::CtxSplit(CodingStructure const&, Partitioner&, unsigned int&, unsigned int&, unsigned int&, unsigned int&, unsigned int&, bool*) [9]
                0.00    0.00    4598/168142      DeriveCtx::CtxAffineFlag(CodingUnit const&) [22]
[168]    0.0    0.00    0.00   11593+3810    RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [168]
                                8622             EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                                 344             BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                                3810             RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [168]
-----------------------------------------------
                                2179             EncLib::xInitSPS(SPS&) <cycle 1> [169]
                                2052             void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [174]
                                4633             EncLib::xInitVPS(SPS const&) <cycle 1> [172]
                0.00    0.00      10/168142      void paddingSimd<(X86_VEXT)1>(short*, int, int, int, int) [89]
                0.00    0.00      32/168142      std::vector<unsigned short, std::allocator<unsigned short> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned long, unsigned short const&) [13]
                0.00    0.00     294/168142      Ctx::Ctx() [71]
                0.00    0.00     938/168142      EncLib::EncLib(EncLibCommon*) [38]
                0.00    0.00    2206/168142      CtxStore<BinProbModel_Std>::savePStates(std::vector<unsigned short, std::allocator<unsigned short> >&) const [16]
[169]    0.0    0.00    0.00   10165+2179    EncLib::xInitSPS(SPS&) <cycle 1> [169]
                0.00    0.00       1/1           SEIColourTransformApply::SEIColourTransformApply() [311]
                               46617             BitEstimatorBase::getNumBins(unsigned int) const <cycle 1> [166]
                                4056             EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                                1024             EncLib::encodePrep(bool, PelStorage*, PelStorage*, PelStorage*, InputColourSpaceConversion, std::__cxx11::list<UnitBuf<short>*, std::allocator<UnitBuf<short>*> >&, int&) <cycle 1> [192]
                                2179             EncLib::xInitSPS(SPS&) <cycle 1> [169]
-----------------------------------------------
                0.00    0.00       1/8775        BinEncoderBase::getEstFracBits() const <cycle 1> [225]
                0.00    0.00      10/8775        void calcBIOSums_SSE<(X86_VEXT)1>(short const*, short const*, short*, short*, short*, short*, int, int, int, int, int, int, int*, int*, int*, int*, int*) [59]
                0.00    0.00    8764/8775        PicHeader::resetWpScaling() [8]
[170]    0.0    0.00    0.00    8775         Slice::initEqualRef() [170]
-----------------------------------------------
                0.00    0.00       6/8764        EncGOP::xCreateIRAPLeadingSEIMessages(std::__cxx11::list<SEI*, std::allocator<SEI*> >&, SPS const*, PPS const*) <cycle 1> [210]
                0.00    0.00     765/8764        EncGOP::EncGOP() <cycle 1> [204]
                0.00    0.00    1011/8764        EncGOP::init(EncLib*) [20]
                0.00    0.00    6982/8764        EncGOP::compressGOP(int, int, std::__cxx11::list<Picture*, std::allocator<Picture*> >&, std::__cxx11::list<UnitBuf<short>*, std::allocator<UnitBuf<short>*> >&, bool, bool, InputColourSpaceConversion, bool, bool, bool, int) <cycle 1> [3]
[171]    0.0    0.00    0.00    8764         VPS::deriveTargetOLSIdx() [171]
-----------------------------------------------
                                2380             EncLib::xInitVPS(SPS const&) <cycle 1> [172]
                                 367             EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                0.00    0.00       4/168142      CtxStore<BinProbModel_Std>::copyFrom(CtxStore<BinProbModel_Std> const&) [112]
                0.00    0.00      72/168142      ContextSetCfg::getInitTable(unsigned int) [43]
                0.00    0.00     216/168142      CtxStore<BinProbModel_Std>::CtxStore() [10]
                0.00    0.00     938/168142      EncLib::EncLib(EncLibCommon*) [38]
                0.00    0.00     988/168142      CtxSet::CtxSet(std::initializer_list<CtxSet>) [33]
                0.00    0.00    1230/168142      std::vector<BinProbModel_Std, std::allocator<BinProbModel_Std> >::_M_default_append(unsigned long) [5]
                0.00    0.00    2052/168142      std::vector<unsigned short, std::allocator<unsigned short> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned long, unsigned short const&) [13]
[172]    0.0    0.00    0.00    5867+2380    EncLib::xInitVPS(SPS const&) <cycle 1> [172]
                0.00    0.00      44/1033        EncLib::APSNeedsWriting(int) [195]
                                4633             EncLib::xInitSPS(SPS&) <cycle 1> [169]
                                2380             EncLib::xInitVPS(SPS const&) <cycle 1> [172]
-----------------------------------------------
                                  79             unsigned long RdCost::xGetHADs_SIMD<(X86_VEXT)4>(DistParam const&) <cycle 1> [183]
                                 442             CtxStore<BinProbModel_Std>::init(int, int) <cycle 1> [208]
                0.00    0.00      20/168142      Exception& Exception::operator<< <unsigned long>(unsigned long) [97]
                0.00    0.00     454/168142      MergeCtx::setMergeInfo(PredictionUnit&, int) [14]
                0.00    0.00     764/168142      CtxSet::CtxSet(std::initializer_list<CtxSet>) [33]
                0.00    0.00     774/168142      CoeffCodingContext::deriveRice(int, int const*, int) [18]
                0.00    0.00    1530/168142      DeriveCtx::CtxSplit(CodingStructure const&, Partitioner&, unsigned int&, unsigned int&, unsigned int&, unsigned int&, unsigned int&, bool*) [9]
                0.00    0.00    1646/168142      CtxStore<BinProbModel_Std>::CtxStore(bool) [15]
[173]    0.0    0.00    0.00    5709         unsigned long RdCost::xGetSAD_NxN_SIMD<4, (X86_VEXT)4>(DistParam const&) <cycle 1> [173]
                               14886             EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
                                6294             void simdFilter<(X86_VEXT)4, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [167]
                                1538             RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [168]
                                 154             void simdFilter<(X86_VEXT)4, 2, true, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [184]
-----------------------------------------------
                                  10             unsigned long RdCost::xGetSAD_NxN_SIMD<4, (X86_VEXT)1>(DistParam const&) <cycle 1> [242]
                0.00    0.00     858/168142      CtxStore<BinProbModel_Std>::savePStates(std::vector<unsigned short, std::allocator<unsigned short> >&) const [16]
                0.00    0.00    1072/168142      CtxStore<BinProbModel_Std>::setWinSizes(std::vector<unsigned char, std::allocator<unsigned char> > const&) [6]
                0.00    0.00    2052/168142      std::vector<unsigned short, std::allocator<unsigned short> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned short*, std::vector<unsigned short, std::allocator<unsigned short> > >, unsigned long, unsigned short const&) [13]
[174]    0.0    0.00    0.00    3992         void simdFilter<(X86_VEXT)4, 2, false, true, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [174]
                                3446             void simdFilter<(X86_VEXT)4, 2, true, false, false>(ClpRng const&, short const*, int, short*, int, int, int, short const*, bool) <cycle 1> [167]
                                2741             RdCostWeightPrediction::xGetHADsw(DistParam const&) <cycle 1> [168]
                                2052             EncLib::xInitSPS(SPS&) <cycle 1> [169]
                                1448             EncAppCfg::parseCfg(int, char**) <cycle 1> [165]
